,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
344,-124.19,40.78,37,1371,319.0,640,260,1.8242,NEAR OCEAN,70000
345,-120.61,35.12,31,1486,345.0,823,322,2.6974,<1H OCEAN,165400
346,-117.84,33.66,5,1688,430.0,857,402,3.7857,<1H OCEAN,231600
347,-118.6,34.16,32,3999,667.0,1628,631,6.0794,<1H OCEAN,338500
348,-117.89,33.76,34,1050,210.0,723,201,4.8,<1H OCEAN,192700
349,-117.87,34.15,24,5745,735.0,2061,679,8.2827,INLAND,451400
350,-121.49,38.47,26,6121,1185.0,4224,1105,2.3496,INLAND,68000
351,-121.81,37.37,24,962,146.0,492,155,7.2861,<1H OCEAN,328000
352,-120.83,37.51,34,3078,477.0,1226,487,4.601,INLAND,150000
353,-121.92,37.34,52,2584,491.0,1087,433,4.4,<1H OCEAN,391300
354,-122.24,37.83,52,1757,246.0,585,227,5.8948,NEAR BAY,457800
355,-119.71,36.73,19,3972,585.0,1586,560,5.2608,INLAND,151400
356,-122.39,37.76,52,3390,691.0,1645,596,3.7051,NEAR BAY,253700
357,-121.59,39.74,17,1646,330.0,750,344,2.3798,INLAND,83800
358,-121.36,38.55,33,1191,198.0,554,191,2.8021,INLAND,118800
359,-121.61,36.67,39,3260,821.0,3130,793,2.5224,<1H OCEAN,119200
360,-117.48,33.98,20,2451,475.0,1785,456,3.3966,INLAND,115000
361,-121.22,39.43,17,2254,485.0,1007,433,1.7,INLAND,92300
362,-118.34,34.05,52,2194,504.0,997,438,2.6654,<1H OCEAN,259400
363,-117.38,33.19,17,353,112.0,359,118,1.5625,NEAR OCEAN,162500
364,-122.05,37.36,34,2400,419.0,1017,384,4.1369,<1H OCEAN,316900
365,-117.2,33.16,13,4503,1137.0,3094,1091,2.3159,<1H OCEAN,91600
366,-117.18,32.74,39,3132,738.0,1200,690,2.5288,NEAR OCEAN,274000
367,-121.38,38.62,34,2352,610.0,1127,592,2.2,INLAND,116500
368,-118.96,35.38,41,2417,435.0,973,406,3.0568,INLAND,85600
369,-118.07,34.12,43,1554,287.0,802,277,4.2312,INLAND,272600
370,-117.38,34.2,16,193,45.0,312,76,3.7578,INLAND,137500
371,-118.21,34.09,39,1561,445.0,1780,391,2.4632,<1H OCEAN,144200
372,-122.43,37.72,50,2912,562.0,1989,537,3.6667,NEAR BAY,252600
373,-118.25,33.98,44,1087,335.0,1441,310,1.6667,<1H OCEAN,112500
374,-117.44,33.94,32,2349,452.0,1479,425,3.9118,INLAND,114100
375,-118.36,34.09,36,1616,465.0,773,429,2.6,<1H OCEAN,313600
376,-117.26,33.04,18,2229,346.0,1088,352,6.3525,NEAR OCEAN,278300
377,-122.53,37.98,32,2390,336.0,810,354,8.5759,NEAR BAY,500001
378,-118.08,34.08,43,1716,402.0,1343,386,2.9688,<1H OCEAN,211400
379,-122.02,37.94,23,3516,661.0,1465,623,4.2569,NEAR BAY,213100
380,-121.93,37.27,35,1855,345.0,985,329,6.0196,<1H OCEAN,255100
381,-122.64,41.95,18,1867,424.0,802,314,1.8242,INLAND,53500
382,-117.65,35.0,36,1184,316.0,672,241,1.9107,INLAND,39800
383,-118.5,34.02,24,2924,1013.0,1492,943,2.775,<1H OCEAN,291700
384,-117.64,34.07,52,1644,372.0,1269,355,2.6913,INLAND,108300
385,-121.32,38.65,23,2628,499.0,1210,453,3.0952,INLAND,157700
386,-122.58,38.59,33,1239,262.0,539,246,3.5208,INLAND,195800
387,-119.17,34.27,18,8010,1539.0,3982,1483,4.0905,NEAR OCEAN,236500
388,-122.53,37.95,22,7446,1979.0,2980,1888,3.5838,NEAR BAY,271300
389,-118.46,35.12,16,4084,812.0,2033,668,3.2405,INLAND,85500
390,-121.2,37.81,26,395,74.0,193,72,7.3718,INLAND,212500
391,-117.97,33.82,26,4013,985.0,2442,922,3.7655,<1H OCEAN,197700
392,-118.52,34.02,24,7418,1755.0,2713,1577,5.0867,<1H OCEAN,500001
393,-119.59,36.64,27,823,171.0,798,200,3.0521,INLAND,113800
394,-121.56,39.16,35,2157,441.0,1009,409,1.5827,INLAND,63000
395,-118.09,33.77,27,2301,640.0,847,627,1.7208,<1H OCEAN,67500
396,-118.31,33.89,35,2144,423.0,1192,417,4.1458,<1H OCEAN,231500
397,-117.05,32.57,13,2880,576.0,2450,567,3.1696,NEAR OCEAN,138000
398,-117.12,32.58,34,2003,466.0,1226,443,3.0613,NEAR OCEAN,136700
399,-119.71,36.8,25,875,156.0,646,166,3.0,INLAND,72800
400,-118.5,34.21,36,1656,310.0,817,308,5.5675,<1H OCEAN,215900
401,-118.41,33.92,29,1436,401.0,674,343,3.6389,<1H OCEAN,275000
402,-121.83,37.27,8,4454,1058.0,2595,1027,4.5615,<1H OCEAN,282600
403,-121.89,37.29,36,2959,529.0,1125,520,4.2614,<1H OCEAN,268800
404,-119.56,36.71,29,1963,392.0,1208,398,2.5741,INLAND,73000
405,-119.07,35.42,19,3889,832.0,1872,731,2.6812,INLAND,107600
406,-119.77,36.91,3,7520,1143.0,2878,1077,5.3272,INLAND,174200
407,-121.0,37.68,29,2911,445.0,1170,460,4.9904,INLAND,158100
408,-122.48,37.76,48,2304,558.0,1273,512,3.275,NEAR BAY,332100
409,-122.3,37.56,36,1379,228.0,750,227,5.5381,NEAR OCEAN,282000
410,-118.0,33.89,35,1011,183.0,578,171,3.9861,<1H OCEAN,188700
411,-118.36,33.89,34,760,174.0,723,198,5.3169,<1H OCEAN,227600
412,-118.09,33.85,19,8120,1371.0,5026,1345,6.3093,<1H OCEAN,286500
413,-116.51,34.85,15,3149,713.0,1281,486,2.0,INLAND,64700
414,-118.05,34.04,33,1348,431.5,1098,257,4.2917,<1H OCEAN,161200
415,-119.21,36.3,18,1433,265.0,1092,276,1.9135,INLAND,49400
416,-121.36,38.01,16,1080,166.0,507,182,4.5278,INLAND,166900
417,-119.77,36.84,15,2058,412.0,891,378,3.2569,INLAND,124400
418,-122.09,37.36,37,1550,238.0,805,250,5.0222,NEAR BAY,500001
419,-118.48,34.16,32,2108,309.0,769,274,8.7172,<1H OCEAN,500001
420,-119.64,36.85,15,2397,353.0,1258,347,4.9904,INLAND,157300
421,-118.64,34.19,28,3274,571.0,1424,521,4.4167,<1H OCEAN,247300
422,-119.81,36.92,14,4795,710.0,2047,640,4.665,INLAND,121300
423,-118.27,34.07,34,786,341.0,1239,320,2.3438,<1H OCEAN,152100
424,-118.42,34.14,27,3990,892.0,1417,800,4.0439,<1H OCEAN,500001
425,-122.24,37.8,52,888,168.0,360,175,2.1944,NEAR BAY,211500
426,-117.99,33.67,17,1692,427.0,903,423,3.5859,<1H OCEAN,262500
427,-115.59,32.96,17,841,146.0,473,154,3.1979,INLAND,113500
428,-122.9,41.46,31,1277,263.0,600,241,1.7292,INLAND,61700
429,-122.48,37.7,33,4167,1398.0,2923,1314,3.049,NEAR OCEAN,307000
430,-121.2,38.36,14,2634,463.0,1402,432,3.8897,INLAND,175700
431,-122.44,37.79,52,2045,353.0,722,327,8.0755,NEAR BAY,500001
432,-117.23,32.8,21,2429,579.0,1011,538,3.225,NEAR OCEAN,229400
433,-118.42,34.16,25,2769,566.0,1201,545,3.6641,<1H OCEAN,386100
434,-122.24,37.76,49,2428,525.0,1110,492,3.6719,NEAR BAY,229800
435,-117.13,32.76,22,2623,732.0,1283,718,2.1563,NEAR OCEAN,127100
436,-118.43,33.99,45,2092,451.0,1190,429,3.8021,<1H OCEAN,323000
437,-121.28,38.03,11,826,150.0,684,166,3.9265,INLAND,107400
438,-119.73,36.72,26,2645,1005.0,1660,991,0.6991,INLAND,89500
439,-117.81,33.77,31,4624,624.0,1852,635,7.2392,<1H OCEAN,334600
440,-120.98,37.57,27,925,176.0,449,168,2.6406,INLAND,129700
441,-119.49,37.1,24,2532,555.0,1564,507,2.3359,INLAND,92400
442,-121.18,39.23,8,2112,360.0,782,344,3.7125,INLAND,175000
443,-116.33,33.75,5,19107,3923.0,2880,1376,4.036,INLAND,158500
444,-122.07,37.06,31,1634,370.0,939,332,3.8625,NEAR OCEAN,232300
445,-117.72,33.53,14,1672,295.0,704,293,5.1129,<1H OCEAN,251300
446,-117.96,33.76,24,1328,290.0,1012,306,4.2813,<1H OCEAN,189500
447,-119.04,34.34,35,462,90.0,334,96,5.3582,<1H OCEAN,281300
448,-120.91,37.66,36,1320,255.0,720,232,2.6523,INLAND,76300
449,-119.58,36.11,21,2004,385.0,1397,398,2.2169,INLAND,61600
450,-117.89,34.11,27,2434,535.0,1623,498,3.6875,<1H OCEAN,140200
451,-118.18,34.02,33,832,226.0,987,220,3.0972,<1H OCEAN,125000
452,-122.1,40.05,26,633,129.0,305,140,2.1827,INLAND,72700
453,-118.23,34.0,35,167,60.0,267,55,1.5227,<1H OCEAN,350000
454,-121.37,38.57,16,3895,896.0,1762,855,2.6635,INLAND,135800
455,-122.48,37.78,52,3047,641.0,1427,620,3.4883,NEAR BAY,337200
456,-118.0,33.74,25,2767,346.0,1148,372,6.394,<1H OCEAN,316700
457,-121.51,38.51,31,1595,217.0,542,236,6.6112,INLAND,251600
458,-122.49,37.75,45,2341,461.0,1092,438,4.8036,NEAR OCEAN,297800
459,-119.82,34.44,16,1414,463.0,793,439,3.6034,NEAR OCEAN,150000
460,-116.43,34.1,17,6683,1296.0,2677,1227,2.4828,INLAND,84000
461,-117.91,33.64,37,1998,472.0,1030,436,3.9306,<1H OCEAN,268400
462,-117.17,34.49,13,4460,925.0,2225,840,2.0136,INLAND,94100
463,-121.42,38.52,32,2828,556.0,1655,485,2.5574,INLAND,72600
464,-121.41,39.72,17,1583,331.0,730,306,2.3895,INLAND,87500
465,-118.19,34.87,2,2103,389.0,923,338,5.0553,INLAND,111100
466,-118.08,33.87,23,2536,552.0,2012,556,4.1406,<1H OCEAN,200800
467,-116.93,32.83,19,3038,529.0,1463,509,3.944,<1H OCEAN,172500
468,-122.23,37.78,43,1420,472.0,1506,438,1.9338,NEAR BAY,112500
469,-121.91,36.62,52,1220,267.0,488,265,3.7454,<1H OCEAN,243800
470,-117.55,33.93,25,5187,934.0,2725,860,4.1865,INLAND,154300
471,-117.18,32.84,31,3064,575.0,1476,549,3.6667,NEAR OCEAN,175900
472,-117.77,34.11,28,1998,414.0,1124,389,3.75,INLAND,180900
473,-120.98,37.66,40,3012,616.0,1423,595,2.6346,INLAND,100600
474,-122.14,38.16,4,3273,495.0,1497,454,5.3345,NEAR BAY,176100
475,-121.97,37.79,16,3873,484.0,1451,501,6.7857,<1H OCEAN,341300
476,-122.25,37.81,28,5806,1603.0,2563,1497,3.2177,NEAR BAY,273400
477,-118.66,34.23,18,897,142.0,263,110,6.1288,<1H OCEAN,350000
478,-122.15,37.7,36,1464,244.0,672,261,3.5547,NEAR BAY,194700
479,-120.1,36.96,20,2100,317.0,910,274,4.8187,INLAND,90900
480,-122.31,37.57,37,1437,305.0,979,331,4.0,NEAR OCEAN,273700
481,-121.88,37.43,31,2573,474.0,1898,475,5.6651,<1H OCEAN,204100
482,-122.25,37.79,52,902,237.0,846,227,3.625,NEAR BAY,125000
483,-122.23,40.63,16,1141,220.0,563,200,2.3287,INLAND,130700
484,-117.75,34.07,52,2550,586.0,1246,576,1.6006,INLAND,146200
485,-122.48,38.54,37,1898,359.0,973,340,4.2096,INLAND,256600
486,-117.35,34.2,5,9269,1605.0,4916,1519,4.4367,INLAND,133200
487,-121.91,39.14,45,845,155.0,343,136,2.125,INLAND,62000
488,-118.48,34.04,49,3780,741.0,1435,690,4.3158,<1H OCEAN,500001
489,-118.28,34.25,29,2559,431.5,1886,769,2.6036,<1H OCEAN,162100
490,-121.81,37.29,15,5957,1037.0,3838,997,6.2907,<1H OCEAN,253100
491,-118.21,33.8,44,1387,280.0,984,302,4.25,NEAR OCEAN,143100
492,-121.33,38.04,10,1421,204.0,657,209,5.1878,INLAND,153900
493,-122.47,37.69,35,1720,421.0,1452,425,3.5909,NEAR OCEAN,256100
494,-120.09,34.62,18,2708,382.0,988,359,5.5194,NEAR OCEAN,367000
495,-117.68,33.52,5,3621,632.0,1546,567,5.753,<1H OCEAN,322800
496,-119.2,36.28,22,2295,508.0,1654,478,1.684,INLAND,65900
497,-121.31,37.9,38,226,44.0,125,38,2.9,INLAND,125000
498,-117.71,33.47,14,3894,672.0,1490,629,6.5206,<1H OCEAN,368500
499,-121.83,37.29,20,2308,461.0,2223,456,4.2589,<1H OCEAN,191000
500,-118.31,34.1,40,4984,2158.0,4828,2028,1.6903,<1H OCEAN,350000
501,-118.45,34.1,31,6675,842.0,2092,796,11.8442,<1H OCEAN,500001
502,-120.1,39.19,18,3824,559.0,241,106,5.5456,INLAND,360000
503,-117.25,32.75,37,1189,377.0,645,377,2.4672,NEAR OCEAN,216700
504,-117.24,32.85,22,3479,448.0,1252,440,10.0707,NEAR OCEAN,500001
505,-121.28,38.68,14,11442,2690.0,6068,2435,2.6016,INLAND,121200
506,-120.41,34.87,32,1997,317.0,866,281,5.062,<1H OCEAN,158900
507,-118.45,34.03,41,1240,320.0,711,304,3.3482,<1H OCEAN,318100
508,-120.07,37.34,16,1667,372.0,762,283,1.75,INLAND,87500
509,-121.92,38.57,10,1320,246.0,898,228,1.9327,INLAND,193800
510,-117.91,33.63,32,1901,400.0,946,418,2.7264,<1H OCEAN,311100
511,-121.77,36.91,8,2715,750.0,2580,718,2.8348,<1H OCEAN,162000
512,-118.03,33.72,24,5203,957.0,2465,946,5.163,<1H OCEAN,261000
513,-116.86,32.87,17,5799,921.0,2630,843,5.0524,<1H OCEAN,285400
514,-118.1,33.89,35,994,203.0,602,185,3.5865,<1H OCEAN,178000
515,-117.1,32.75,11,2393,726.0,1905,711,1.3448,NEAR OCEAN,91300
516,-117.01,32.72,12,2914,734.0,2104,703,2.3068,NEAR OCEAN,132300
517,-122.13,37.44,38,2835,447.0,1148,446,5.9277,NEAR BAY,446600
518,-117.71,33.51,11,2198,252.0,883,281,13.1477,<1H OCEAN,487000
519,-120.48,34.9,20,3842,630.0,2490,662,3.0559,<1H OCEAN,120100
520,-118.31,34.19,27,4713,1169.0,2372,1077,3.7015,<1H OCEAN,287900
521,-117.88,33.96,16,19059,3079.0,10988,3061,5.5469,<1H OCEAN,265200
522,-117.15,32.7,52,458,148.0,1283,166,1.2863,NEAR OCEAN,86300
523,-118.3,33.93,36,2196,633.0,2017,583,1.3962,<1H OCEAN,124300
524,-121.92,37.48,23,4314,676.0,1972,623,5.3813,<1H OCEAN,264400
525,-121.95,37.39,24,5230,934.0,3795,970,5.4228,<1H OCEAN,264100
526,-121.89,37.26,25,3319,531.0,1560,502,5.8479,<1H OCEAN,263300
527,-118.3,34.0,40,1131,281.0,859,230,1.1806,<1H OCEAN,134600
528,-117.04,32.68,9,3087,609.0,1530,556,3.775,NEAR OCEAN,125000
529,-118.48,34.03,39,1530,401.0,1074,375,3.5076,<1H OCEAN,381800
530,-118.44,33.79,27,2141,260.0,635,240,11.6648,NEAR OCEAN,500001
531,-117.96,33.79,29,1813,501.0,1170,482,2.0677,<1H OCEAN,214500
532,-122.07,37.37,22,3770,727.0,1657,762,4.8021,NEAR BAY,457500
533,-118.44,34.0,22,5822,1707.0,3335,1585,3.1579,<1H OCEAN,243100
534,-117.98,34.03,21,797,162.0,484,166,2.625,<1H OCEAN,191100
535,-118.41,34.21,35,2830,518.0,1577,524,5.35,<1H OCEAN,210500
536,-118.27,34.07,32,1657,579.0,2071,598,2.1135,<1H OCEAN,152500
537,-119.85,37.1,8,828,168.0,413,146,3.375,INLAND,80700
538,-120.84,37.43,32,2892,521.0,1580,484,3.7784,INLAND,164500
539,-118.09,34.15,52,670,141.0,268,110,3.5568,INLAND,205000
540,-118.37,34.04,42,1809,424.0,1094,382,2.767,<1H OCEAN,143000
541,-121.37,36.83,14,3658,612.0,1951,600,4.76,INLAND,216000
542,-122.48,37.86,52,3914,752.0,1177,670,6.2113,NEAR BAY,500001
543,-118.2,34.09,39,1594,430.0,1668,378,2.5343,<1H OCEAN,138200
544,-117.23,32.81,24,3271,508.0,1496,482,5.9359,NEAR OCEAN,422200
545,-117.15,32.8,23,2395,476.0,2284,488,3.7292,NEAR OCEAN,146300
546,-117.92,33.83,36,1072,193.0,639,196,5.0275,<1H OCEAN,179300
547,-117.04,32.73,25,1375,267.0,1032,278,3.5492,NEAR OCEAN,125400
548,-122.77,38.39,35,2611,475.0,1293,463,2.75,<1H OCEAN,197500
549,-118.04,33.96,42,1430,338.0,1269,321,3.3214,<1H OCEAN,148800
550,-117.79,33.71,16,6339,862.0,3132,825,7.1069,<1H OCEAN,313400
551,-119.09,36.35,21,3146,595.0,1580,513,2.7857,INLAND,92700
552,-121.78,36.92,19,1515,253.0,975,266,4.3906,<1H OCEAN,241200
553,-119.2,36.3,19,1427,311.0,1026,293,2.625,INLAND,57000
554,-118.08,34.09,34,1823,457.0,1485,401,3.7222,<1H OCEAN,207200
555,-121.63,39.15,27,336,60.0,195,68,5.3946,INLAND,71800
556,-118.27,34.16,48,1301,253.0,637,260,4.3438,<1H OCEAN,252700
557,-119.68,36.31,12,2739,535.0,1859,498,2.9936,INLAND,60600
558,-122.27,37.51,36,1406,224.0,598,237,5.8964,NEAR OCEAN,414800
559,-120.53,39.79,18,1234,266.0,543,201,2.5156,INLAND,71900
560,-122.29,38.19,13,7065,1259.0,3864,1221,4.7472,NEAR BAY,148600
561,-122.18,37.45,37,5257,1360.0,2128,1264,4.0,NEAR BAY,394300
562,-118.3,34.07,36,2657,738.0,2274,723,3.425,<1H OCEAN,281700
563,-122.1,37.64,28,1784,311.0,735,278,4.6635,NEAR BAY,206700
564,-122.03,37.83,24,5948,738.0,1997,710,9.8708,NEAR BAY,500001
565,-118.36,34.18,36,2233,605.0,1934,599,2.8784,<1H OCEAN,194900
566,-120.43,34.9,30,2388,393.0,1117,375,4.1058,<1H OCEAN,164000
567,-118.27,34.1,41,3729,740.0,1364,707,5.7778,<1H OCEAN,412700
568,-122.31,37.92,30,1014,236.0,537,204,2.8456,NEAR BAY,183300
569,-118.42,34.02,22,3292,1134.0,1655,898,3.1746,<1H OCEAN,348800
570,-118.05,33.86,16,2676,391.0,1377,395,6.5513,<1H OCEAN,350400
571,-119.07,35.34,16,4201,786.0,1667,724,4.8839,INLAND,134100
572,-118.02,33.95,38,2139,426.0,1138,412,4.2917,<1H OCEAN,168900
573,-121.13,38.55,8,530,109.0,398,96,4.2031,INLAND,212500
574,-121.13,36.21,34,2504,550.0,1810,547,3.4821,<1H OCEAN,113700
575,-121.29,38.02,12,2006,426.0,1849,396,2.5437,INLAND,99000
576,-119.27,34.28,52,2239,420.0,941,397,4.125,NEAR OCEAN,349000
577,-117.21,34.14,16,1613,245.0,811,267,5.2591,INLAND,140700
578,-117.13,32.92,16,2173,399.0,1460,393,4.2614,<1H OCEAN,169600
579,-119.67,36.57,32,1604,292.0,868,276,2.1908,INLAND,110000
580,-120.4,38.0,17,2098,370.0,912,354,2.6544,INLAND,112600
581,-121.57,37.02,17,2889,624.0,2681,608,2.9417,INLAND,178000
582,-121.9,37.34,50,1345,287.0,791,254,3.5966,<1H OCEAN,245800
583,-120.11,34.62,16,2943,394.0,959,359,6.2094,NEAR OCEAN,440000
584,-118.36,33.9,41,1355,349.0,655,329,2.9551,<1H OCEAN,205000
585,-119.73,36.83,8,3602,431.5,1959,580,5.3478,INLAND,138800
586,-117.67,33.47,22,2728,616.0,1081,566,1.6393,<1H OCEAN,500001
587,-122.23,37.82,52,1611,203.0,556,179,8.7477,NEAR BAY,500001
588,-117.16,32.74,52,852,262.0,389,249,2.6042,NEAR OCEAN,225000
589,-117.68,34.08,21,5662,1185.0,3067,1055,3.3482,INLAND,137300
590,-117.25,33.93,8,10110,1761.0,5804,1703,4.2654,INLAND,137600
591,-118.48,34.01,31,1829,458.0,719,392,4.4,<1H OCEAN,353800
592,-117.76,33.72,11,4508,618.0,1993,573,10.4498,<1H OCEAN,386100
593,-121.59,39.15,48,1783,399.0,938,374,1.6652,INLAND,58900
594,-118.22,33.99,4,1849,577.0,1529,418,2.7708,<1H OCEAN,186300
595,-121.86,37.29,14,6160,1222.0,2472,1204,4.1444,<1H OCEAN,178400
596,-120.95,37.73,12,3609,712.0,2650,742,2.8565,INLAND,92700
597,-121.77,39.66,20,3759,431.5,1705,600,4.712,INLAND,158600
598,-118.43,34.16,40,1134,184.0,452,187,4.569,<1H OCEAN,333900
599,-118.02,33.95,36,1705,299.0,871,296,4.6184,<1H OCEAN,179800
600,-117.05,32.72,35,3669,617.0,1694,585,3.9485,NEAR OCEAN,133900
601,-118.08,34.12,27,1685,341.0,757,317,4.2434,<1H OCEAN,270500
602,-122.01,37.53,19,4572,712.0,2346,709,6.0667,NEAR BAY,245700
603,-117.99,33.94,30,2395,565.0,1214,521,3.7045,<1H OCEAN,212300
604,-121.82,37.37,42,2913,577.0,1873,580,3.7214,<1H OCEAN,167900
605,-120.43,34.93,10,2980,585.0,1593,562,3.285,<1H OCEAN,218300
606,-122.25,37.85,52,919,213.0,413,193,4.0368,NEAR BAY,269700
607,-121.3,38.68,19,2655,438.0,1253,454,5.2817,INLAND,140600
608,-118.43,34.05,24,3832,949.0,1613,893,3.9673,<1H OCEAN,477300
609,-117.89,33.68,8,5278,1575.0,2389,1371,3.3409,<1H OCEAN,181300
610,-122.23,37.48,38,1578,399.0,879,388,2.7969,NEAR OCEAN,298400
611,-117.93,33.79,36,2363,403.0,1240,391,4.0909,<1H OCEAN,190800
612,-119.03,35.34,36,3474,645.0,1679,616,2.7256,INLAND,71900
613,-117.1,32.75,21,2063,609.0,1686,558,1.4828,NEAR OCEAN,94800
614,-117.86,33.73,30,2651,572.0,3249,552,3.7202,<1H OCEAN,182100
615,-121.22,37.79,36,1052,221.0,712,212,1.7228,INLAND,105000
616,-118.37,34.16,10,2606,748.0,1373,680,3.6128,<1H OCEAN,225000
617,-122.26,37.78,52,1045,239.0,496,216,2.9213,NEAR BAY,190800
618,-121.82,37.31,15,1504,294.0,1267,291,5.5145,<1H OCEAN,219400
619,-121.47,39.49,17,1554,242.0,553,230,3.2174,INLAND,91800
620,-122.06,37.86,16,5187,1014.0,1512,986,4.4551,NEAR BAY,252400
621,-122.36,38.03,32,2159,393.0,981,369,4.3173,NEAR BAY,175400
622,-118.42,33.75,22,17591,2604.0,6897,2492,8.2831,NEAR OCEAN,500001
623,-118.51,34.29,29,1287,194.0,525,187,6.4171,<1H OCEAN,319300
624,-120.63,35.13,16,2680,704.0,975,619,1.7878,<1H OCEAN,55000
625,-122.07,37.71,40,1808,302.0,746,270,5.3015,NEAR BAY,254900
626,-122.0,38.36,34,1502,282.0,860,297,3.3438,INLAND,135600
627,-121.95,37.96,18,2739,393.0,1072,374,6.1436,INLAND,259500
628,-120.55,38.46,16,1443,249.0,435,181,3.2031,INLAND,129200
629,-119.98,38.92,27,2682,606.0,1010,399,3.15,INLAND,86900
630,-118.42,34.05,52,2533,402.0,981,386,7.8164,<1H OCEAN,500001
631,-122.4,37.72,40,1948,413.0,1434,396,3.0313,NEAR BAY,219100
632,-118.08,33.88,27,3065,736.0,1840,719,3.6417,<1H OCEAN,208100
633,-117.05,32.8,23,3309,401.0,1116,386,7.916,<1H OCEAN,330600
634,-124.17,40.75,13,2171,339.0,951,353,4.8516,NEAR OCEAN,116100
635,-122.46,37.75,52,1207,152.0,465,162,10.7569,NEAR BAY,500001
636,-119.31,36.2,23,1837,332.0,1064,335,3.1453,INLAND,74500
637,-122.48,38.3,17,2703,550.0,1241,515,2.652,<1H OCEAN,171300
638,-119.8,36.72,15,1908,417.0,1383,375,1.0472,INLAND,57800
639,-121.35,38.7,5,14414,2979.0,7608,2832,3.5802,INLAND,129600
640,-121.34,38.59,23,2912,421.0,1132,410,5.9174,INLAND,225900
641,-118.43,34.18,31,2417,510.0,1102,507,3.8906,<1H OCEAN,282200
642,-121.89,38.01,32,1000,188.0,663,212,4.0972,INLAND,99200
643,-118.07,34.58,34,3416,601.0,1929,567,4.0147,INLAND,107400
644,-117.25,34.08,30,2981,605.0,1784,573,2.45,INLAND,85800
645,-121.47,38.48,24,2359,462.0,2048,476,3.2702,INLAND,67300
646,-118.3,33.86,35,1511,274.0,853,308,4.9792,<1H OCEAN,251300
647,-122.27,37.47,44,3022,473.0,1235,477,6.7058,NEAR OCEAN,495900
648,-122.44,37.74,23,184,44.0,118,40,4.5375,NEAR BAY,350000
649,-121.28,38.71,35,3095,594.0,1550,576,3.575,INLAND,113500
650,-118.41,33.94,45,2038,394.0,1086,387,4.7375,<1H OCEAN,289600
651,-122.46,37.71,52,1642,351.0,1138,340,4.1406,NEAR OCEAN,219500
652,-117.25,32.79,43,906,240.0,458,205,1.8365,NEAR OCEAN,328600
653,-121.2,38.02,44,608,108.0,287,83,3.3882,INLAND,125000
654,-124.19,40.73,21,5694,1056.0,2907,972,3.5363,NEAR OCEAN,90100
655,-118.01,33.94,35,1323,235.0,807,247,4.2708,<1H OCEAN,174800
656,-121.1,38.92,21,4064,871.0,1847,859,3.0321,INLAND,135500
657,-119.17,34.17,34,2749,539.0,2330,559,4.2137,NEAR OCEAN,185600
658,-118.23,33.93,36,501,123.0,487,118,1.3,<1H OCEAN,87000
659,-117.06,33.01,9,2470,417.0,904,427,4.4219,<1H OCEAN,209200
660,-117.6,34.03,16,1499,232.0,918,239,5.5677,INLAND,175400
661,-120.91,38.98,13,7689,1415.0,3264,1198,3.653,INLAND,146800
662,-119.52,36.61,33,1225,275.0,1065,248,1.8958,INLAND,55100
663,-117.98,34.01,27,2643,418.0,1344,381,5.7057,<1H OCEAN,262100
664,-118.92,35.13,29,1297,262.0,909,253,1.9236,INLAND,106300
665,-122.26,38.14,34,963,159.0,392,176,4.0156,NEAR BAY,134700
666,-121.71,37.99,27,3861,718.0,2085,707,3.3558,INLAND,129700
667,-117.71,33.6,8,3329,753.0,1312,629,3.5521,<1H OCEAN,229800
668,-120.06,36.97,38,1542,364.0,1220,334,1.625,INLAND,52800
669,-117.98,33.85,23,2089,377.0,1085,362,4.765,<1H OCEAN,181500
670,-121.96,36.98,16,4907,1117.0,2265,1048,2.6757,NEAR OCEAN,229200
671,-121.9,37.67,7,9540,1294.0,3926,1229,7.4353,<1H OCEAN,389800
672,-117.81,33.87,19,4491,680.0,2457,702,6.0591,<1H OCEAN,233500
673,-122.12,37.71,35,1037,207.0,552,210,4.0,NEAR BAY,167900
674,-122.1,37.36,32,1433,199.0,498,201,9.3586,NEAR BAY,500001
675,-122.01,37.58,17,4313,717.0,2629,721,5.7579,NEAR BAY,231800
676,-117.86,34.01,16,4632,431.5,3038,727,5.1762,<1H OCEAN,264400
677,-121.28,38.63,36,120,16.0,30,14,10.2264,INLAND,350000
678,-117.9,34.01,27,2383,472.0,2079,494,3.9702,<1H OCEAN,141400
679,-118.87,34.22,14,3108,451.0,1566,434,6.2423,<1H OCEAN,305400
680,-117.11,32.9,16,2043,388.0,705,352,4.4766,<1H OCEAN,161500
681,-118.09,33.9,37,1112,222.0,771,224,4.2132,<1H OCEAN,164600
682,-118.35,33.94,38,1794,508.0,2188,454,2.6654,<1H OCEAN,142200
683,-122.42,37.63,46,66,11.0,30,12,2.375,NEAR OCEAN,275000
684,-118.2,33.81,46,1388,254.0,742,241,4.6458,NEAR OCEAN,212100
685,-118.08,33.93,39,859,164.0,673,172,3.7143,<1H OCEAN,158200
686,-118.38,34.01,18,9528,2075.0,3922,1920,4.7612,<1H OCEAN,304100
687,-122.27,37.88,52,1693,391.0,669,367,3.5417,NEAR BAY,287500
688,-122.08,37.38,36,782,130.0,348,128,6.828,NEAR BAY,383900
689,-122.49,37.78,49,2176,441.0,1040,448,4.2414,NEAR BAY,500001
